Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status, Owner, Bug/Auton, Comments
Test Setup, TestSetup, TestSetup.AddAlien, AddRequiredAlienInServer,  , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "Raman Adapter Share"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "ECU Type"- "ECU60-S"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, closeEntityEditor,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Mpo16ToMpo8"- "MPO16To2MPO8Cable"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Chassis Type"- "M15 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Power Supply"- "DC Power"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Controller Card"- "TNCS-2O"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Redundant Controller Card"- "Yes"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Redundant Power Scheme"- "1+1"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "ECU Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Scalable Upto Degree"- "4"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site1"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Chassis Type"- "M15 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Power Supply"- "DC Power"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Controller Card"- "TNCS-2"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Redundant Controller Card"- "Yes"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Redundant Power Scheme"- "2+2"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "ECU Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Scalable Upto Degree"- "16"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site2"- "Pre Equip Degree"- "None"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Node Protection"- "Separated Shelves"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Mpo16ToMpo8"- "MPO16To2MPO8Cable"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Chassis Type"- "M15 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Power Supply"- "DC Power"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Controller Card"- "TNCS-O"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Redundant Controller Card"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Redundant Power Scheme"- "2+1"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "ECU Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Scalable Upto Degree"- "4"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site3"- "Pre Equip Degree"- "None"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Node Protection"- "Separated Shelves"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Mpo16ToMpo8"- "MPO16To2MPO8Cable"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Chassis Type"- "M15 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Power Supply"- "DC Power"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Controller Card"- "TNCS"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Redundant Controller Card"- "No"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Redundant Power Scheme"- "3+1"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "ECU Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Scalable Upto Degree"- "16"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test6, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Yes"- "Sites"- "Site4"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ETSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
